   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 3549	  714.606	     1.38415	     0.19719
 3550	  714.808	     1.36309	     0.19270
 3551	  715.011	     1.34545	     0.20047
 3552	  715.214	     1.32523	     0.19967
 3553	  715.401	     1.30835	     0.19466
 3554	  715.604	     1.28351	     0.19243
 3555	  715.807	     1.26278	     0.20100
 3556	  716.010	     1.24755	     0.20309
 3557	  716.212	     1.22347	     0.18667
 3558	  716.415	     1.20600	     0.19488
 3559	  716.602	     1.18605	     0.19388
 3560	  716.805	     1.16290	     0.20118
 3561	  717.008	     1.14572	     0.19951
 3562	  717.211	     1.12626	     0.19591
 3563	  717.414	     1.10581	     0.19992
 3564	  717.601	     1.08754	     0.20385
 3565	  717.804	     1.06594	     0.19819
 3566	  718.006	     1.04484	     0.19253
 3567	  718.209	     1.02704	     0.19791
 3568	  718.412	     1.00617	     0.19890
 3569	  718.615	     0.98576	     0.19583
 3570	  718.802	     0.97007	     0.19479
 3571	  719.005	     0.94459	     0.20494
 3572	  719.208	     0.92514	     0.20667
 3573	  719.410	     0.90580	     0.19937
 3574	  719.613	     0.88486	     0.20632
 3575	  719.816	     0.86645	     0.21083
 3576	  720.003	     0.84714	     0.20481
 3577	  720.206	     0.82399	     0.20128
 3578	  720.409	     0.80643	     0.19927
 3579	  720.612	     0.78648	     0.20028
 3580	  720.814	     0.76655	     0.20161
 3581	  721.002	     0.74743	     0.19207
 3582	  721.204	     0.72546	     0.20001
 3583	  721.407	     0.70325	     0.20142
 3584	  721.610	     0.68693	     0.19965
 3585	  721.813	     0.66785	     0.20706
 3586	  722.016	     0.64696	     0.19958
 3587	  722.203	     0.62681	     0.20198
 3588	  722.406	     0.60410	     0.20353
 3589	  722.608	     0.58393	     0.20284
 3590	  722.811	     0.56526	     0.20231
 3591	  723.014	     0.54653	     0.20615
 3592	  723.201	     0.52650	     0.19833
 3593	  723.404	     0.50484	     0.20732
 3594	  723.607	     0.48467	     0.20541
 3595	  723.810	     0.46700	     0.20540
 3596	  724.012	     0.44677	     0.21140
 3597	  724.200	     0.42729	     0.20785
 3598	  724.402	     0.40578	     0.21193
 3599	  724.605	     0.38389	     0.20214
 3600	  724.808	     0.36334	     0.21347
 3601	  725.011	     0.34739	     0.21233
 3602	  725.214	     0.32552	     0.21378
 3603	  725.401	     0.30799	     0.20628
 3604	  725.604	     0.28519	     0.20984
 3605	  725.806	     0.26460	     0.21233
 3606	  726.009	     0.24441	     0.21216
 3607	  726.212	     0.22587	     0.21510
 3608	  726.415	     0.20491	     0.20509
 3609	  726.602	     0.18627	     0.21132
 3610	  726.805	     0.16440	     0.20864
 3611	  727.008	     0.14549	     0.20825
 3612	  727.210	     0.12554	     0.20696
 3613	  727.413	     0.10717	     0.20679
 3614	  727.616	     0.08570	     0.20152
 3615	  727.803	     0.06972	     0.20745
 3616	  728.006	     0.04541	     0.20250
 3617	  728.209	     0.02703	     0.21341
 3618	  728.412	     0.00676	     0.20820
 3619	  728.614	     0.01111	     0.20729	54	Load
 3620	  728.802	     0.03167	     0.21285
 3621	  729.004	     0.05463	     0.21051
 3622	  729.207	     0.07324	     0.21844
 3623	  729.410	     0.09272	     0.20684
 3624	  729.613	     0.11383	     0.21801
 3625	  729.816	     0.13258	     0.21776
 3626	  730.003	     0.15180	     0.21976
 3627	  730.206	     0.17374	     0.21718
 3628	  730.408	     0.19395	     0.21967
 3629	  730.611	     0.21314	     0.22442
 3630	  730.814	     0.23353	     0.22163
 3631	  731.001	     0.25135	     0.21699
 3632	  731.204	     0.27508	     0.21948
 3633	  731.407	     0.29460	     0.22547
 3634	  731.610	     0.31545	     0.23382
 3635	  731.812	     0.33266	     0.22979
 3636	  732.015	     0.35342	     0.22238
 3637	  732.202	     0.37256	     0.23153
 3638	  732.405	     0.39508	     0.23326
 3639	  732.608	     0.41296	     0.23474
 3640	  732.811	     0.43237	     0.23278
 3641	  733.014	     0.45163	     0.23209
 3642	  733.201	     0.47092	     0.23939
 3643	  733.404	     0.49374	     0.23252
 3644	  733.606	     0.51368	     0.23129
 3645	  733.809	     0.53276	     0.22718
 3646	  734.012	     0.55306	     0.21899
 3647	  734.215	     0.57421	     0.23696
 3648	  734.402	     0.59350	     0.22611
 3649	  734.605	     0.61386	     0.23659
 3650	  734.808	     0.63447	     0.23238
 3651	  735.010	     0.65189	     0.22439
 3652	  735.213	     0.67171	     0.22115
 3653	  735.416	     0.69267	     0.23004
 3654	  735.603	     0.71197	     0.23114
 3655	  735.806	     0.73172	     0.24639
 3656	  736.009	     0.75440	     0.24181
 3657	  736.212	     0.77291	     0.24231
 3658	  736.414	     0.79105	     0.24080
 3659	  736.602	     0.81197	     0.23002
 3660	  736.804	     0.83420	     0.23431
 3661	  737.007	     0.85499	     0.23512
 3662	  737.210	     0.87379	     0.23071
 3663	  737.413	     0.89252	     0.24069
 3664	  737.616	     0.91131	     0.23801
 3665	  737.803	     0.93221	     0.24856
 3666	  738.006	     0.95285	     0.23452
 3667	  738.208	     0.97431	     0.23847
 3668	  738.411	     0.99355	     0.23210
 3669	  738.614	     1.01345	     0.23381
 3670	  738.801	     1.03201	     0.23109
 3671	  739.004	     1.05424	     0.22728
 3672	  739.207	     1.07448	     0.22311
 3673	  739.410	     1.09496	     0.23162
 3674	  739.612	     1.11287	     0.23057
 3675	  739.815	     1.13260	     0.23355
 3676	  740.002	     1.15232	     0.22718
 3677	  740.205	     1.17507	     0.22810
 3678	  740.408	     1.19387	     0.22959
 3679	  740.611	     1.21180	     0.22369
 3680	  740.814	     1.23423	     0.22954
 3681	  741.001	     1.25142	     0.23186
 3682	  741.204	     1.27536	     0.22926
 3683	  741.406	     1.29406	     0.22131
 3684	  741.609	     1.31494	     0.23128
 3685	  741.812	     1.33123	     0.22458
 3686	  742.015	     1.35304	     0.22572
 3687	  742.202	     1.37186	     0.22844
 3688	  742.405	     1.39349	     0.22592
 3689	  742.608	     1.41168	     0.22848
 3690	  742.810	     1.43305	     0.23107
 3691	  743.013	     1.45277	     0.23657
 3692	  743.200	     1.47236	     0.22127
 3693	  743.403	     1.49454	     0.22336
 3694	  743.606	     1.51421	     0.23011
 3695	  743.809	     1.53485	     0.21919
 3696	  744.012	     1.55090	     0.23094
 3697	  744.214	     1.57174	     0.21975
 3698	  744.402	     1.58981	     0.22273
 3699	  744.604	     1.61428	     0.21791
 3700	  744.807	     1.63492	     0.22145
 3701	  745.010	     1.65246	     0.22714
 3702	  745.213	     1.67348	     0.22165
 3703	  745.416	     1.69324	     0.22335
 3704	  745.603	     1.71088	     0.23393
 3705	  745.806	     1.73414	     0.22934
 3706	  746.008	     1.75453	     0.23087
 3707	  746.211	     1.77168	     0.22711
 3708	  746.414	     1.79165	     0.21947
 3709	  746.601	     1.81183	     0.22661
 3710	  746.804	     1.83523	     0.22532
 3711	  747.007	     1.85411	     0.23070
 3712	  747.210	     1.87179	     0.22857
 3713	  747.412	     1.89285	     0.22320
 3714	  747.615	     1.91131	     0.22039
 3715	  747.802	     1.92958	     0.23252
 3716	  748.005	     1.95477	     0.22441
 3717	  748.208	     1.97456	     0.22514
 3718	  748.411	     1.99226	     0.23262
 3719	  748.614	     2.01203	     0.21610
 3720	  748.801	     2.03230	     0.21799
 3721	  749.004	     2.05434	     0.22120
 3722	  749.206	     2.07584	     0.22949
 3723	  749.409	     2.09621	     0.22471
 3724	  749.612	     2.11181	     0.22338
 3725	  749.815	     2.13228	     0.22289
 3726	  750.002	     2.15235	     0.22719
 3727	  750.205	     2.17267	     0.22724
 3728	  750.408	     2.19346	     0.22668
 3729	  750.610	     2.21057	     0.22434
 3730	  750.813	     2.23281	     0.22991
 3731	  751.016	     2.25242	     0.21841
 3732	  751.203	     2.27350	     0.22556
 3733	  751.406	     2.29473	     0.21016
 3734	  751.609	     2.31463	     0.21908
 3735	  751.812	     2.33255	     0.22367
 3736	  752.014	     2.35234	     0.22084
 3737	  752.202	     2.37179	     0.22715
 3738	  752.404	     2.39390	     0.23447
 3739	  752.607	     2.40629	     0.35506
 3740	  752.810	     2.42023	     0.67663
 3741	  753.013	     2.43286	     1.21316
 3742	  753.200	     2.44454	     1.94048
 3743	  753.403	     2.45995	     2.86081
 3744	  753.606	     2.47470	     3.92022
 3745	  753.808	     2.49246	     5.02408
 3746	  754.011	     2.50722	     6.16548
 3747	  754.214	     2.52464	     7.35139
 3748	  754.401	     2.54771	     8.44438
 3749	  754.604	     2.57362	     9.38578
 3750	  754.807	     2.62245	     9.51116
 3751	  755.010	     2.63540	     9.45102
 3752	  755.212	     2.65331	     9.52353
 3753	  755.415	     2.67188	     9.67145
 3754	  755.602	     2.68717	     9.49627	55	Unload
 3755	  755.805	     2.68142	     8.58439
 3756	  756.008	     2.66773	     7.41946
 3757	  756.211	     2.64917	     6.18085
 3758	  756.414	     2.63324	     4.93402
 3759	  756.601	     2.61436	     3.75887
 3760	  756.804	     2.59495	     2.56256
 3761	  757.006	     2.57197	     1.49968
 3762	  757.209	     2.55009	     0.60997
 3763	  757.412	     2.50955	     0.23229
 3764	  757.615	     2.48570	     0.22326
 3765	  757.802	     2.47120	     0.21637
 3766	  758.005	     2.44509	     0.22286
 3767	  758.208	     2.42567	     0.21854
 3768	  758.410	     2.40567	     0.22420
 3769	  758.613	     2.38737	     0.21989
 3770	  758.816	     2.36582	     0.21467
 3771	  759.003	     2.34693	     0.21775
 3772	  759.206	     2.32563	     0.21324
 3773	  759.409	     2.30476	     0.21410
 3774	  759.612	     2.28561	     0.22241
 3775	  759.814	     2.26642	     0.21461
 3776	  760.002	     2.24744	     0.21520
 3777	  760.204	     2.22486	     0.21748
 3778	  760.407	     2.20478	     0.21589
 3779	  760.610	     2.18615	     0.20714
 3780	  760.813	     2.16604	     0.21947
 3781	  761.016	     2.14634	     0.21934
 3782	  761.203	     2.12844	     0.21568
 3783	  761.406	     2.10310	     0.21583
 3784	  761.608	     2.08667	     0.21438
 3785	  761.811	     2.06647	     0.21479
 3786	  762.014	     2.04707	     0.21936
 3787	  762.201	     2.02641	     0.21615
 3788	  762.404	     2.00555	     0.21871
 3789	  762.607	     1.98485	     0.22300
 3790	  762.810	     1.96632	     0.21494
 3791	  763.012	     1.94623	     0.21298
 3792	  763.200	     1.92724	     0.21270
 3793	  763.402	     1.90499	     0.21968
 3794	  763.605	     1.88696	     0.21053
 3795	  763.808	     1.86439	     0.21402
 3796	  764.011	     1.84730	     0.21196
 3797	  764.214	     1.82632	     0.21548
 3798	  764.401	     1.80587	     0.21434
 3799	  764.604	     1.78593	     0.21584
 3800	  764.806	     1.76525	     0.21965
 3801	  765.009	     1.74411	     0.21160
 3802	  765.212	     1.72910	     0.21113
 3803	  765.415	     1.70788	     0.21882
 3804	  765.602	     1.68776	     0.21473
 3805	  765.805	     1.66461	     0.21613
 3806	  766.008	     1.64448	     0.21986
 3807	  766.210	     1.62753	     0.22041
 3808	  766.413	     1.60715	     0.21994
 3809	  766.616	     1.58689	     0.22693
 3810	  766.803	     1.56860	     0.22806
 3811	  767.006	     1.54523	     0.22537
 3812	  767.209	     1.52684	     0.22622
 3813	  767.412	     1.50802	     0.22337
 3814	  767.614	     1.48776	     0.21988
 3815	  767.802	     1.46711	     0.22164
 3816	  768.004	     1.44417	     0.22012
 3817	  768.207	     1.42506	     0.21991
 3818	  768.410	     1.40632	     0.22016
 3819	  768.613	     1.38827	     0.22037
 3820	  768.816	     1.36498	     0.22458
 3821	  769.003	     1.34537	     0.23180
 3822	  769.206	     1.32502	     0.22263
 3823	  769.408	     1.30555	     0.21704
 3824	  769.611	     1.28759	     0.21830
 3825	  769.814	     1.26602	     0.22887
 3826	  770.001	     1.24788	     0.22136
 3827	  770.204	     1.22429	     0.21701
 3828	  770.407	     1.20572	     0.21872
 3829	  770.610	     1.18528	     0.22145
 3830	  770.812	     1.16748	     0.21285
 3831	  771.015	     1.14662	     0.21064
 3832	  771.202	     1.12776	     0.22064
 3833	  771.405	     1.10491	     0.21164
 3834	  771.608	     1.08323	     0.21801
 3835	  771.811	     1.06703	     0.22162
 3836	  772.014	     1.04758	     0.22077
 3837	  772.201	     1.02705	     0.21904
 3838	  772.404	     1.00485	     0.21748
 3839	  772.606	     0.98506	     0.22017
 3840	  772.809	     0.96634	     0.22244
 3841	  773.012	     0.94617	     0.21762
 3842	  773.215	     0.92717	     0.21727
 3843	  773.402	     0.90762	     0.20736
 3844	  773.605	     0.88570	     0.21498
 3845	  773.808	     0.86264	     0.21640
 3846	  774.010	     0.84683	     0.21908
 3847	  774.213	     0.82734	     0.22264
 3848	  774.416	     0.80556	     0.21664
 3849	  774.603	     0.78532	     0.21944
 3850	  774.806	     0.76704	     0.22035
 3851	  775.009	     0.74447	     0.21762
 3852	  775.212	     0.72613	     0.21463
 3853	  775.414	     0.70676	     0.22083
 3854	  775.602	     0.68799	     0.21783
 3855	  775.804	     0.66657	     0.22040
 3856	  776.007	     0.64719	     0.22447
 3857	  776.210	     0.62661	     0.21355
 3858	  776.413	     0.60831	     0.21579
 3859	  776.616	     0.58698	     0.21769
 3860	  776.803	     0.56697	     0.21608
 3861	  777.006	     0.54450	     0.21536
 3862	  777.208	     0.52551	     0.20980
 3863	  777.411	     0.50698	     0.20722
 3864	  777.614	     0.48783	     0.21089
 3865	  777.801	     0.46768	     0.21059
 3866	  778.004	     0.44472	     0.20677
 3867	  778.207	     0.42382	     0.21792
 3868	  778.410	     0.40461	     0.20270
 3869	  778.612	     0.38652	     0.20705
 3870	  778.815	     0.36569	     0.21571
 3871	  779.002	     0.34952	     0.21359
 3872	  779.205	     0.32476	     0.21739
 3873	  779.408	     0.30573	     0.21436
 3874	  779.611	     0.28749	     0.20807
 3875	  779.814	     0.26695	     0.20959
 3876	  780.001	     0.24861	     0.21208
 3877	  780.204	     0.22424	     0.20758
 3878	  780.406	     0.20505	     0.21483
 3879	  780.609	     0.18559	     0.21553
 3880	  780.812	     0.16726	     0.21816
 3881	  781.015	     0.14628	     0.21703
 3882	  781.202	     0.12951	     0.21031
 3883	  781.405	     0.10482	     0.21283
 3884	  781.608	     0.08409	     0.21993
 3885	  781.810	     0.06639	     0.21867
 3886	  782.013	     0.04687	     0.21664
 3887	  782.200	     0.02849	     0.21708
 3888	  782.403	     0.00525	     0.21826
 3889	  782.606	     0.01396	     0.20053	56	Load
 3890	  782.809	     0.03190	     0.21620
 3891	  783.012	     0.05253	     0.21049
 3892	  783.214	     0.07212	     0.21775
 3893	  783.402	     0.09017	     0.21939
 3894	  783.604	     0.11571	     0.21640
 3895	  783.807	     0.13493	     0.22012
 3896	  784.010	     0.15303	     0.22724
 3897	  784.213	     0.17077	     0.22251
 3898	  784.416	     0.19256	     0.20778
 3899	  784.603	     0.21150	     0.21635
 3900	  784.806	     0.23374	     0.21289
 3901	  785.008	     0.25364	     0.21743
 3902	  785.211	     0.27113	     0.20785
 3903	  785.414	     0.29267	     0.21694
 3904	  785.601	     0.31199	     0.21190
 3905	  785.804	     0.33497	     0.20905
 3906	  786.007	     0.35498	     0.20862
 3907	  786.210	     0.37047	     0.20844
 3908	  786.412	     0.39246	     0.20851
 3909	  786.615	     0.41259	     0.20514
 3910	  786.802	     0.43015	     0.20584
 3911	  787.005	     0.45435	     0.20963
 3912	  787.208	     0.47357	     0.20833
 3913	  787.411	     0.49262	     0.20617
 3914	  787.614	     0.51261	     0.20387
 3915	  787.801	     0.53222	     0.21220
 3916	  788.004	     0.55410	     0.20827
 3917	  788.206	     0.57494	     0.21100
 3918	  788.409	     0.59359	     0.21108
 3919	  788.612	     0.61264	     0.21000
 3920	  788.815	     0.63137	     0.20434
 3921	  789.002	     0.65230	     0.20285
 3922	  789.205	     0.67451	     0.20059
 3923	  789.408	     0.69322	     0.20411
 3924	  789.610	     0.71212	     0.20425
 3925	  789.813	     0.73250	     0.20384
 3926	  790.016	     0.75254	     0.20584
 3927	  790.203	     0.77174	     0.19095
 3928	  790.406	     0.79399	     0.19735
 3929	  790.609	     0.81350	     0.20353
 3930	  790.812	     0.83312	     0.20420
