   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 4100	  824.804	     1.36570	     0.21999
 4101	  825.007	     1.34531	     0.23146
 4102	  825.210	     1.32682	     0.22445
 4103	  825.413	     1.30741	     0.22657
 4104	  825.615	     1.28736	     0.23548
 4105	  825.803	     1.26866	     0.23009
 4106	  826.005	     1.24271	     0.23705
 4107	  826.208	     1.22607	     0.23269
 4108	  826.411	     1.20711	     0.22135
 4109	  826.614	     1.18993	     0.22454
 4110	  826.801	     1.16833	     0.22649
 4111	  827.004	     1.14599	     0.22852
 4112	  827.207	     1.12482	     0.22897
 4113	  827.409	     1.10587	     0.23044
 4114	  827.612	     1.08839	     0.23021
 4115	  827.815	     1.06752	     0.23094
 4116	  828.002	     1.04859	     0.23346
 4117	  828.205	     1.02665	     0.23006
 4118	  828.408	     1.00558	     0.22224
 4119	  828.611	     0.98767	     0.22966
 4120	  828.813	     0.96686	     0.22968
 4121	  829.001	     0.94742	     0.23168
 4122	  829.203	     0.92519	     0.23662
 4123	  829.406	     0.90528	     0.23093
 4124	  829.609	     0.88684	     0.23756
 4125	  829.812	     0.86727	     0.23035
 4126	  830.015	     0.84765	     0.23630
 4127	  830.202	     0.82848	     0.22616
 4128	  830.405	     0.80545	     0.23862
 4129	  830.607	     0.78541	     0.23053
 4130	  830.810	     0.76832	     0.23824
 4131	  831.013	     0.74841	     0.23798
 4132	  831.200	     0.72923	     0.23517
 4133	  831.403	     0.70358	     0.22835
 4134	  831.606	     0.68642	     0.23342
 4135	  831.809	     0.66339	     0.23835
 4136	  832.011	     0.64955	     0.23176
 4137	  832.214	     0.62683	     0.23617
 4138	  832.401	     0.60823	     0.24167
 4139	  832.604	     0.58362	     0.24431
 4140	  832.807	     0.56414	     0.23768
 4141	  833.010	     0.54666	     0.23896
 4142	  833.213	     0.52708	     0.23811
 4143	  833.415	     0.50750	     0.23696
 4144	  833.603	     0.48755	     0.23418
 4145	  833.805	     0.46564	     0.23432
 4146	  834.008	     0.44655	     0.22604
 4147	  834.211	     0.42767	     0.23525
 4148	  834.414	     0.40853	     0.23636
 4149	  834.601	     0.38866	     0.23990
 4150	  834.804	     0.36678	     0.24793
 4151	  835.007	     0.34484	     0.23867
 4152	  835.209	     0.32841	     0.22156
 4153	  835.412	     0.30776	     0.23107
 4154	  835.615	     0.28769	     0.22997
 4155	  835.802	     0.26855	     0.22573
 4156	  836.005	     0.24563	     0.22857
 4157	  836.208	     0.22509	     0.22537
 4158	  836.411	     0.20762	     0.23430
 4159	  836.613	     0.18762	     0.23321
 4160	  836.801	     0.16791	     0.23727
 4161	  837.003	     0.14426	     0.23257
 4162	  837.206	     0.12512	     0.23076
 4163	  837.409	     0.10596	     0.23131
 4164	  837.612	     0.08681	     0.22166
 4165	  837.815	     0.06649	     0.23800
 4166	  838.002	     0.04770	     0.23964
 4167	  838.205	     0.02586	     0.23721
 4168	  838.407	     0.00608	     0.23891
 4169	  838.610	     0.01113	     0.23997	58	Load
 4170	  838.813	     0.03156	     0.23793
 4171	  839.016	     0.05196	     0.23488
 4172	  839.203	     0.06973	     0.23904
 4173	  839.406	     0.09244	     0.24205
 4174	  839.609	     0.11245	     0.24411
 4175	  839.811	     0.13092	     0.24016
 4176	  840.014	     0.15169	     0.24587
 4177	  840.201	     0.16935	     0.24407
 4178	  840.404	     0.19623	     0.24926
 4179	  840.607	     0.21190	     0.24922
 4180	  840.810	     0.23258	     0.25480
 4181	  841.013	     0.25146	     0.24753
 4182	  841.200	     0.26980	     0.24070
 4183	  841.403	     0.29394	     0.25085
 4184	  841.605	     0.31353	     0.23660
 4185	  841.808	     0.33221	     0.25260
 4186	  842.011	     0.35028	     0.24450
 4187	  842.214	     0.37329	     0.23724
 4188	  842.401	     0.39073	     0.23637
 4189	  842.604	     0.41254	     0.23949
 4190	  842.807	     0.43354	     0.24495
 4191	  843.009	     0.45236	     0.25071
 4192	  843.212	     0.47204	     0.24957
 4193	  843.415	     0.49157	     0.25279
 4194	  843.602	     0.50998	     0.24418
 4195	  843.805	     0.53349	     0.23723
 4196	  844.008	     0.55407	     0.24233
 4197	  844.211	     0.57160	     0.25037
 4198	  844.413	     0.59243	     0.24270
 4199	  844.601	     0.61058	     0.23069
 4200	  844.803	     0.63251	     0.24125
 4201	  845.006	     0.65305	     0.24475
 4202	  845.209	     0.67237	     0.24080
 4203	  845.412	     0.69044	     0.23449
 4204	  845.615	     0.71122	     0.23624
 4205	  845.802	     0.72900	     0.23245
 4206	  846.005	     0.75317	     0.23838
 4207	  846.207	     0.77421	     0.24221
 4208	  846.410	     0.79146	     0.23872
 4209	  846.613	     0.81166	     0.24386
 4210	  846.816	     0.83147	     0.24517
 4211	  847.003	     0.84873	     0.24606
 4212	  847.206	     0.87464	     0.25172
 4213	  847.409	     0.89272	     0.23709
 4214	  847.611	     0.91170	     0.24307
 4215	  847.814	     0.93161	     0.24458
 4216	  848.001	     0.94903	     0.23730
 4217	  848.204	     0.97251	     0.23538
 4218	  848.407	     0.99242	     0.24426
 4219	  848.610	     1.01341	     0.24347
 4220	  848.813	     1.02989	     0.23346
 4221	  849.015	     1.05164	     0.23906
 4222	  849.203	     1.07072	     0.23844
 4223	  849.405	     1.09248	     0.24151
 4224	  849.608	     1.11328	     0.23946
 4225	  849.811	     1.13138	     0.24013
 4226	  850.014	     1.15159	     0.24063
 4227	  850.201	     1.17047	     0.24284
 4228	  850.404	     1.19318	     0.24910
 4229	  850.607	     1.21218	     0.23970
 4230	  850.809	     1.23134	     0.24264
 4231	  851.012	     1.25208	     0.23617
 4232	  851.215	     1.27206	     0.23593
 4233	  851.402	     1.29108	     0.23536
 4234	  851.605	     1.31357	     0.23474
 4235	  851.808	     1.33321	     0.24408
 4236	  852.011	     1.35292	     0.24779
 4237	  852.213	     1.37156	     0.24285
 4238	  852.401	     1.38661	     0.24360
 4239	  852.603	     1.41250	     0.23950
 4240	  852.806	     1.43345	     0.24180
 4241	  853.009	     1.45218	     0.23448
 4242	  853.212	     1.47038	     0.24230
 4243	  853.415	     1.49154	     0.24531
 4244	  853.602	     1.51053	     0.24357
 4245	  853.805	     1.53280	     0.24051
 4246	  854.007	     1.55341	     0.22973
 4247	  854.210	     1.57167	     0.23514
 4248	  854.413	     1.59171	     0.24514
 4249	  854.616	     1.61115	     0.24234
 4250	  854.803	     1.62989	     0.24150
 4251	  855.006	     1.65414	     0.23669
 4252	  855.209	     1.67359	     0.23920
 4253	  855.411	     1.69080	     0.23746
 4254	  855.614	     1.71228	     0.23976
 4255	  855.801	     1.73033	     0.23539
 4256	  856.004	     1.75386	     0.23523
 4257	  856.207	     1.77391	     0.22527
 4258	  856.410	     1.79171	     0.23074
 4259	  856.613	     1.81281	     0.23288
 4260	  856.815	     1.83132	     0.24384
 4261	  857.003	     1.85063	     0.23254
 4262	  857.205	     1.87167	     0.23405
 4263	  857.408	     1.89262	     0.23161
 4264	  857.611	     1.91229	     0.22247
 4265	  857.814	     1.93115	     0.23330
 4266	  858.001	     1.95079	     0.23050
 4267	  858.204	     1.96893	     0.21940
 4268	  858.407	     1.99396	     0.22433
 4269	  858.609	     2.01247	     0.21565
 4270	  858.812	     2.03129	     0.21917
 4271	  859.015	     2.05307	     0.21706
 4272	  859.202	     2.07081	     0.22296
 4273	  859.405	     2.09474	     0.20979
 4274	  859.608	     2.11407	     0.21914
 4275	  859.811	     2.13125	     0.21216
 4276	  860.013	     2.14999	     0.20951
 4277	  860.201	     2.17035	     0.21464
 4278	  860.403	     2.19139	     0.20791
 4279	  860.606	     2.21403	     0.20894
 4280	  860.809	     2.23218	     0.20711
 4281	  861.012	     2.25173	     0.20185
 4282	  861.215	     2.27018	     0.19800
 4283	  861.402	     2.29138	     0.20096
 4284	  861.605	     2.31446	     0.19277
 4285	  861.807	     2.33328	     0.19516
 4286	  862.010	     2.35192	     0.18947
 4287	  862.213	     2.37230	     0.19346
 4288	  862.416	     2.39157	     0.17991
 4289	  862.603	     2.40874	     0.17271
 4290	  862.806	     2.43296	     0.17260
 4291	  863.009	     2.45325	     0.17190
 4292	  863.211	     2.47178	     0.17489
 4293	  863.414	     2.49217	     0.16185
 4294	  863.601	     2.51017	     0.16986
 4295	  863.804	     2.53258	     0.15767
 4296	  864.007	     2.55455	     0.16268
 4297	  864.210	     2.57200	     0.16292
 4298	  864.413	     2.59125	     0.16410
 4299	  864.615	     2.60732	     0.22544
 4300	  864.803	     2.61836	     0.43557
 4301	  865.005	     2.63351	     0.99207
 4302	  865.208	     2.64702	     1.69921
 4303	  865.411	     2.66094	     2.56596
 4304	  865.614	     2.67930	     3.56743
 4305	  865.801	     2.69211	     4.55325
 4306	  866.004	     2.70824	     5.74177
 4307	  866.207	     2.72709	     6.90875
 4308	  866.409	     2.74930	     7.96970
 4309	  866.612	     2.77104	     8.84517
 4310	  866.815	     2.81402	     9.24888
 4311	  867.002	     2.83968	     9.04522
 4312	  867.205	     2.85004	     9.09902
 4313	  867.408	     2.86893	     9.32489
 4314	  867.611	     2.88554	     9.19020	59	Unload
 4315	  867.813	     2.88126	     8.36139
 4316	  868.001	     2.86905	     7.26498
 4317	  868.203	     2.85193	     5.97874
 4318	  868.406	     2.83417	     4.69408
 4319	  868.609	     2.81608	     3.42272
 4320	  868.812	     2.79803	     2.25708
 4321	  869.015	     2.77574	     1.15527
 4322	  869.233	     2.74424	     0.34252
 4323	  869.405	     2.70945	     0.13361
 4324	  869.607	     2.68934	     0.12086
 4325	  869.810	     2.66822	     0.12683
 4326	  870.013	     2.64875	     0.13472
 4327	  870.200	     2.63051	     0.12051
 4328	  870.403	     2.60722	     0.11823
 4329	  870.606	     2.58663	     0.12388
 4330	  870.809	     2.56603	     0.12359
 4331	  871.011	     2.54809	     0.13065
 4332	  871.214	     2.52842	     0.12496
 4333	  871.401	     2.50838	     0.12117
 4334	  871.604	     2.48588	     0.11865
 4335	  871.807	     2.46604	     0.12871
 4336	  872.010	     2.46717	     0.12149	60	Load
 4337	  872.213	     2.47268	     0.12716
 4338	  872.415	     2.47383	     0.12258
 4339	  872.618	     2.47859	     0.13318
 4340	  872.821	     2.48191	     0.13155
 4341	  873.008	     2.48509	     0.13151
 4342	  873.211	     2.49050	     0.13234
 4343	  873.414	     2.49369	     0.13186
 4344	  873.617	     2.49889	     0.13719
 4345	  873.819	     2.50014	     0.13560
 4346	  874.022	     2.50327	     0.13480
 4347	  874.209	     2.50491	     0.14191
 4348	  874.412	     2.51242	     0.13833
 4349	  874.615	     2.51559	     0.14056
 4350	  874.818	     2.51671	     0.13915
 4351	  875.021	     2.52037	     0.13837
 4352	  875.208	     2.52487	     0.12789
 4353	  875.411	     2.52822	     0.13818
 4354	  875.613	     2.53267	     0.14175
 4355	  875.816	     2.53708	     0.13533
 4356	  876.019	     2.53933	     0.12884
 4357	  876.222	     2.54185	     0.14145
 4358	  876.409	     2.54550	     0.13955
 4359	  876.612	     2.54970	     0.15109
 4360	  876.815	     2.55314	     0.15146
 4361	  877.017	     2.55662	     0.14769
 4362	  877.220	     2.56101	     0.13587
 4363	  877.423	     2.56332	     0.14207
 4364	  877.610	     2.56640	     0.14767
 4365	  877.813	     2.57087	     0.14501
 4366	  878.016	     2.57590	     0.13979
 4367	  878.219	     2.57907	     0.14344
 4368	  878.421	     2.58032	     0.14604
 4369	  878.609	     2.58581	     0.15013
 4370	  878.811	     2.58812	     0.13571
 4371	  879.014	     2.59333	     0.15107
 4372	  879.217	     2.59568	     0.14360
 4373	  879.420	     2.60059	     0.13900
 4374	  879.623	     2.60331	     0.14494
 4375	  879.810	     2.60636	     0.15486
 4376	  880.013	     2.60861	     0.14113
 4377	  880.215	     2.61547	     0.14204
 4378	  880.418	     2.61673	     0.14921
 4379	  880.621	     2.62062	     0.14481
 4380	  880.808	     2.62387	     0.14097
 4381	  881.011	     2.62855	     0.14808
 4382	  881.214	     2.63244	     0.15644
 4383	  881.417	     2.63407	     0.15249
 4384	  881.619	     2.63784	     0.15517
 4385	  881.822	     2.64272	     0.15466
 4386	  882.009	     2.64588	     0.16057
 4387	  882.212	     2.65022	     0.16344
 4388	  882.415	     2.65299	     0.16174
 4389	  882.618	     2.65516	     0.16379
 4390	  882.821	     2.66008	     0.15501
 4391	  883.008	     2.66268	     0.16185
 4392	  883.211	     2.66713	     0.16198
 4393	  883.413	     2.67216	     0.16427
 4394	  883.616	     2.67374	     0.16219
 4395	  883.819	     2.67804	     0.16253
 4396	  884.022	     2.68175	     0.15607
 4397	  884.209	     2.68443	     0.15903
 4398	  884.412	     2.68963	     0.15400
 4399	  884.615	     2.69207	     0.15823
 4400	  884.817	     2.69627	     0.16201
 4401	  885.020	     2.69855	     0.15646
 4402	  885.457	     2.70307	     0.15748
 4403	  885.597	     2.70597	     0.18188
 4404	  885.660	     2.70569	     0.16877
 4405	  885.816	     2.71077	     0.17584
 4406	  886.019	     2.71678	     0.20212
 4407	  886.268	     2.71863	     0.22147
 4408	  886.409	     2.72219	     0.28419
 4409	  886.611	     2.72607	     0.34468
 4410	  886.814	     2.72852	     0.40216
 4411	  887.017	     2.73023	     0.46993
 4412	  887.220	     2.73358	     0.59524
 4413	  887.423	     2.73869	     0.71075
 4414	  887.610	     2.73933	     0.83984
 4415	  887.813	     2.74346	     1.00849
 4416	  888.015	     2.74891	     1.12968
 4417	  888.218	     2.74901	     1.29006
 4418	  888.421	     2.75470	     1.43088
 4419	  888.608	     2.75700	     1.57351
 4420	  888.811	     2.75890	     1.72039
 4421	  889.014	     2.76267	     1.89131
 4422	  889.217	     2.76355	     2.12887
 4423	  889.419	     2.76763	     2.30182
 4424	  889.622	     2.77142	     2.51163
 4425	  889.809	     2.77414	     2.71906
 4426	  890.012	     2.77829	     2.90725
 4427	  890.215	     2.78055	     3.11683
 4428	  890.418	     2.78342	     3.27987
 4429	  890.621	     2.78728	     3.49139
 4430	  890.808	     2.78639	     3.72123
 4431	  891.011	     2.79161	     4.01166
 4432	  891.213	     2.79934	     4.19347
 4433	  891.416	     2.79888	     4.37956
 4434	  891.619	     2.80486	     4.54179
 4435	  891.822	     2.80536	     4.69977
 4436	  892.009	     2.80640	     4.98734
 4437	  892.212	     2.81086	     5.24611
 4438	  892.415	     2.81539	     5.45163
 4439	  892.617	     2.81886	     5.62604
 4440	  892.820	     2.82097	     5.87136
 4441	  893.023	     2.82561	     6.04786
 4442	  893.210	     2.82729	     6.22876
 4443	  893.413	     2.83013	     6.44173
 4444	  893.616	     2.83670	     6.63163
 4445	  893.819	     2.83963	     6.77946
 4446	  894.021	     2.84249	     6.89732
 4447	  894.209	     2.84343	     7.12036
 4448	  894.411	     2.84781	     7.28140
 4449	  894.614	     2.85155	     7.50266
 4450	  894.817	     2.85571	     7.60505
 4451	  895.020	     2.85780	     7.77223
 4452	  895.223	     2.86136	     7.92119
 4453	  895.410	     2.86543	     8.13079
 4454	  895.613	     2.86866	     8.26324
 4455	  895.815	     2.87061	     8.38622
 4456	  896.018	     2.87707	     8.46615
 4457	  896.221	     2.88153	     8.57549
 4458	  896.408	     2.88319	     8.61919
 4459	  896.611	     2.88885	     8.73801
 4460	  896.814	     2.89573	     8.71038
 4461	  897.017	     2.89874	     8.67272
 4462	  897.219	     2.90097	     8.65124
 4463	  897.422	     2.90614	     8.65761
 4464	  897.609	     2.90588	     8.64394
 4465	  897.812	     2.91104	     8.66645
 4466	  898.015	     2.91425	     8.66978
 4467	  898.218	     2.91822	     8.66221
 4468	  898.421	     2.91930	     8.70405
 4469	  898.608	     2.92547	     8.71710
 4470	  898.811	     2.93065	     8.69621
 4471	  899.013	     2.93089	     8.73070
 4472	  899.216	     2.93484	     8.75310
 4473	  899.419	     2.93788	     8.79818
 4474	  899.622	     2.94309	     8.79916
 4475	  899.809	     2.94245	     8.84591
 4476	  900.012	     2.95078	     8.90575
 4477	  900.215	     2.95170	     8.88282
 4478	  900.417	     2.95992	     8.83762
 4479	  900.620	     2.96241	     8.77852
 4480	  900.823	     2.96303	     8.75196
 4481	  901.010	     2.96557	     8.81666
 4482	  901.213	     2.97029	     8.90732
 4483	  901.416	     2.97471	     8.93339
 4484	  901.619	     2.97745	     8.92356
 4485	  901.821	     2.98195	     8.89497
 4486	  902.009	     2.98364	     8.79379	61	Unload
 4487	  902.211	     2.97806	     8.12430
 4488	  902.414	     2.96416	     7.09624
 4489	  902.617	     2.95064	     5.99859
 4490	  902.820	     2.93213	     4.83992
 4491	  903.023	     2.91323	     3.60117
 4492	  903.210	     2.89814	     2.53619
 4493	  903.413	     2.87333	     1.39621
 4494	  903.615	     2.84786	     0.53845
 4495	  903.818	     2.81389	     0.20272
 4496	  904.021	     2.78726	     0.20665
 4497	  904.208	     2.76800	     0.20113
 4498	  904.411	     2.74698	     0.20447
 4499	  904.614	     2.72637	     0.20214
 4500	  904.817	     2.70732	     0.20764
 4501	  905.019	     2.68740	     0.20051
 4502	  905.222	     2.66804	     0.20714
 4503	  905.409	     2.64834	     0.19591
 4504	  905.612	     2.62755	     0.20512
 4505	  905.815	     2.60626	     0.20377
 4506	  906.018	     2.58793	     0.20324
 4507	  906.221	     2.58731	     0.20076	62	Load
 4508	  906.424	     2.59329	     0.20577
 4509	  906.626	     2.59456	     0.21509
 4510	  906.829	     2.59985	     0.21131
 4511	  907.032	     2.60409	     0.20927
 4512	  907.219	     2.60431	     0.21766
 4513	  907.422	     2.60859	     0.20982
 4514	  907.625	     2.61397	     0.21373
 4515	  907.828	     2.61549	     0.21162
 4516	  908.030	     2.62030	     0.21196
 4517	  908.233	     2.62251	     0.20909
 4518	  908.420	     2.62746	     0.21576
 4519	  908.623	     2.63133	     0.21691
 4520	  908.826	     2.63357	     0.21195
 4521	  909.029	     2.63649	     0.21612
 4522	  909.232	     2.63920	     0.20711
 4523	  909.419	     2.64092	     0.21122
 4524	  909.622	     2.64601	     0.21017
 4525	  909.824	     2.64921	     0.21689
 4526	  910.027	     2.65331	     0.22171
 4527	  910.230	     2.65448	     0.20622
 4528	  910.433	     2.65784	     0.21228
 4529	  910.620	     2.66313	     0.21001
 4530	  910.823	     2.66655	     0.21352
 4531	  911.026	     2.66828	     0.21529
 4532	  911.228	     2.67339	     0.21484
 4533	  911.431	     2.67654	     0.21071
 4534	  911.634	     2.67920	     0.21367
 4535	  911.821	     2.68146	     0.20691
 4536	  912.024	     2.68396	     0.20020
 4537	  912.227	     2.69013	     0.20699
 4538	  912.430	     2.69214	     0.21146
 4539	  912.632	     2.69561	     0.21935
 4540	  912.820	     2.69776	     0.21499
 4541	  913.022	     2.70293	     0.20903
 4542	  913.225	     2.70631	     0.21105
 4543	  913.428	     2.70897	     0.21311
 4544	  913.631	     2.71259	     0.21273
 4545	  913.834	     2.71539	     0.21307
 4546	  914.021	     2.71722	     0.21531
 4547	  914.224	     2.72236	     0.21617
 4548	  914.426	     2.72557	     0.21468
 4549	  914.629	     2.73048	     0.21541
 4550	  914.832	     2.73187	     0.21150
 4551	  915.019	     2.73545	     0.20814
 4552	  915.222	     2.73875	     0.20908
 4553	  915.425	     2.74106	     0.22163
 4554	  915.628	     2.74408	     0.21613
 4555	  915.830	     2.74776	     0.22301
 4556	  916.033	     2.75194	     0.22112
 4557	  916.220	     2.75438	     0.21516
 4558	  916.423	     2.75619	     0.22384
 4559	  916.626	     2.76173	     0.21686
 4560	  916.829	     2.76477	     0.21198
 4561	  917.032	     2.76928	     0.20890
 4562	  917.219	     2.76964	     0.21798
 4563	  917.422	     2.77378	     0.21550
 4564	  917.624	     2.77940	     0.22086
 4565	  917.827	     2.78127	     0.21386
 4566	  918.030	     2.78591	     0.20937
 4567	  918.233	     2.78752	     0.21856
 4568	  918.420	     2.79276	     0.21752
 4569	  918.623	     2.79558	     0.21718
 4570	  918.826	     2.79790	     0.21816
 4571	  919.028	     2.80090	     0.22736
 4572	  919.231	     2.80435	     0.22643
 4573	  919.434	     2.80668	     0.26179
 4574	  919.621	     2.80891	     0.25595
 4575	  919.824	     2.81261	     0.32454
 4576	  920.027	     2.81790	     0.32216
 4577	  920.230	     2.81923	     0.32907
 4578	  920.432	     2.82211	     0.39318
 4579	  920.620	     2.82456	     0.46804
 4580	  920.822	     2.82824	     0.54501
 4581	  921.025	     2.83008	     0.60190
 4582	  921.228	     2.83365	     0.70849
 4583	  921.431	     2.83570	     0.86063
 4584	  921.634	     2.83981	     0.96350
 4585	  921.821	     2.84224	     1.10362
 4586	  922.024	     2.84271	     1.20472
 4587	  922.226	     2.84912	     1.38574
 4588	  922.429	     2.85241	     1.51828
 4589	  922.632	     2.85431	     1.61621
 4590	  922.819	     2.85598	     1.74857
 4591	  923.022	     2.86134	     1.95836
 4592	  923.225	     2.86281	     2.10864
 4593	  923.428	     2.86650	     2.24337
 4594	  923.630	     2.86833	     2.42335
 4595	  923.833	     2.87124	     2.60952
 4596	  924.020	     2.87253	     2.75696
 4597	  924.223	     2.87249	     3.00415
 4598	  924.426	     2.87595	     3.28703
 4599	  924.629	     2.88271	     3.51907
 4600	  924.832	     2.88557	     3.68353
 4601	  925.019	     2.88673	     3.87018
 4602	  925.222	     2.89090	     4.07849
 4603	  925.424	     2.89118	     4.26970
 4604	  925.627	     2.89546	     4.53830
 4605	  925.830	     2.90008	     4.73083
 4606	  926.033	     2.90015	     4.94541
 4607	  926.220	     2.90530	     5.13077
 4608	  926.423	     2.90717	     5.33212
 4609	  926.626	     2.91061	     5.53265
 4610	  926.828	     2.91442	     5.69884
 4611	  927.031	     2.91380	     5.92780
 4612	  927.234	     2.91969	     6.18325
 4613	  927.421	     2.92526	     6.37578
 4614	  927.624	     2.93157	     6.43589
 4615	  927.827	     2.92926	     6.49553
 4616	  928.030	     2.93373	     6.62334
 4617	  928.232	     2.93610	     6.81571
 4618	  928.420	     2.93992	     6.92828
 4619	  928.622	     2.93957	     7.09417
 4620	  928.825	     2.94485	     7.31975
 4621	  929.028	     2.94684	     7.45398
 4622	  929.231	     2.95048	     7.64687
 4623	  929.434	     2.95364	     7.79474
 4624	  929.621	     2.95634	     7.89843
 4625	  929.824	     2.96201	     8.02046
 4626	  930.026	     2.96736	     8.12867
 4627	  930.229	     2.96691	     8.25169
 4628	  930.432	     2.97056	     8.37821
 4629	  930.619	     2.97294	     8.48682
 4630	  930.822	     2.97504	     8.64115
 4631	  931.025	     2.98228	     8.73458
 4632	  931.228	     2.98713	     8.77752
 4633	  931.430	     2.99201	     8.69336
 4634	  931.633	     2.99496	     8.62066
 4635	  931.820	     2.99688	     8.53836
 4636	  932.023	     3.00033	     8.54296
 4637	  932.226	     3.00106	     8.56477
 4638	  932.429	     3.00181	     8.68611
 4639	  932.632	     3.00703	     8.73150
 4640	  932.819	     3.01159	     8.78496
 4641	  933.022	     3.01770	     8.78118
 4642	  933.224	     3.02227	     8.73823
 4643	  933.427	     3.02576	     8.62091
 4644	  933.630	     3.02579	     8.62395
 4645	  933.833	     3.02846	     8.65882
 4646	  934.020	     3.03212	     8.67303
 4647	  934.223	     3.03393	     8.72742
 4648	  934.426	     3.03802	     8.82536
 4649	  934.628	     3.04245	     8.85004
 4650	  934.831	     3.04631	     8.80342
 4651	  935.034	     3.04784	     8.80065
 4652	  935.221	     3.05466	     8.77619
 4653	  935.424	     3.05495	     8.76158
 4654	  935.627	     3.05629	     8.77110
 4655	  935.830	     3.06365	     8.77448
 4656	  936.032	     3.06519	     8.78922
 4657	  936.220	     3.06634	     8.83134
 4658	  936.422	     3.07034	     8.85874
 4659	  936.625	     3.07296	     8.89140
 4660	  936.828	     3.08195	     8.86758
 4661	  937.031	     3.08358	     8.80988
 4662	  937.234	     3.08576	     8.60388	63	Unload
 4663	  937.421	     3.07670	     7.98613
 4664	  937.624	     3.06826	     6.94955
 4665	  937.826	     3.04975	     5.74381
 4666	  938.029	     3.03378	     4.62249
 4667	  938.232	     3.01600	     3.38594
 4668	  938.419	     2.99654	     2.29282
 4669	  938.622	     2.97286	     1.19878
 4670	  938.825	     2.94463	     0.39779
 4671	  939.028	     2.90664	     0.23836
 4672	  939.230	     2.88834	     0.24217
 4673	  939.433	     2.86881	     0.25070
 4674	  939.620	     2.84902	     0.24002
 4675	  939.823	     2.82510	     0.24099
 4676	  940.026	     2.80582	     0.24333
 4677	  940.229	     2.78884	     0.24326
 4678	  940.432	     2.76688	     0.24839
 4679	  940.619	     2.75036	     0.24389
 4680	  940.822	     2.72615	     0.24411
 4681	  941.024	     2.70621	     0.24618
 4682	  941.227	     2.68600	     0.24100
 4683	  941.430	     2.68536	     0.24137	64	Load
 4684	  941.633	     2.69289	     0.24293
 4685	  941.836	     2.69498	     0.24372
 4686	  942.038	     2.69784	     0.23205
 4687	  942.241	     2.70159	     0.23817
 4688	  942.428	     2.70325	     0.24674
 4689	  942.631	     2.70631	     0.23979
 4690	  942.834	     2.70991	     0.24262
 4691	  943.037	     2.71344	     0.24323
 4692	  943.240	     2.71590	     0.23216
 4693	  943.442	     2.72068	     0.23643
 4694	  943.630	     2.72354	     0.24311
 4695	  943.832	     2.72579	     0.23613
 4696	  944.035	     2.72871	     0.23926
 4697	  944.238	     2.73299	     0.24307
 4698	  944.441	     2.73479	     0.24002
 4699	  944.628	     2.73759	     0.24571
 4700	  944.831	     2.74270	     0.24523
 4701	  945.034	     2.74549	     0.23829
 4702	  945.236	     2.74883	     0.25058
 4703	  945.439	     2.75184	     0.24505
 4704	  945.642	     2.75421	     0.24185
 4705	  945.829	     2.75787	     0.24363
 4706	  946.032	     2.76226	     0.25493
 4707	  946.235	     2.76437	     0.24426
 4708	  946.438	     2.76860	     0.25143
 4709	  946.640	     2.77240	     0.24595
 4710	  946.828	     2.77322	     0.23421
 4711	  947.030	     2.77742	     0.24832
 4712	  947.233	     2.78248	     0.24714
 4713	  947.436	     2.78335	     0.25224
 4714	  947.639	     2.78847	     0.25343
 4715	  947.842	     2.78917	     0.24193
 4716	  948.029	     2.79374	     0.24923
 4717	  948.232	     2.79671	     0.25020
 4718	  948.434	     2.80032	     0.25368
 4719	  948.637	     2.80271	     0.25292
 4720	  948.840	     2.80789	     0.24552
 4721	  949.027	     2.80928	     0.24953
 4722	  949.230	     2.81558	     0.24751
 4723	  949.433	     2.81489	     0.24261
 4724	  949.636	     2.82015	     0.24631
 4725	  949.838	     2.82275	     0.25291
 4726	  950.041	     2.82438	     0.25206
 4727	  950.228	     2.82889	     0.24892
 4728	  950.431	     2.83144	     0.25267
 4729	  950.634	     2.83631	     0.25185
 4730	  950.837	     2.83917	     0.24851
 4731	  951.040	     2.84134	     0.24259
 4732	  951.242	     2.84518	     0.24580
 4733	  951.430	     2.84971	     0.25986
 4734	  951.632	     2.85184	     0.25058
 4735	  951.835	     2.85440	     0.25242
 4736	  952.038	     2.85819	     0.25397
 4737	  952.241	     2.86046	     0.25106
 4738	  952.428	     2.86496	     0.25073
 4739	  952.631	     2.86696	     0.25208
 4740	  952.834	     2.87191	     0.24530
 4741	  953.036	     2.87287	     0.24417
 4742	  953.239	     2.87681	     0.24695
 4743	  953.442	     2.88172	     0.25374
 4744	  953.629	     2.88329	     0.25778
 4745	  953.832	     2.88609	     0.25570
 4746	  954.035	     2.88947	     0.24866
 4747	  954.238	     2.89314	     0.26058
 4748	  954.440	     2.89626	     0.25695
 4749	  954.628	     2.89984	     0.25846
 4750	  954.830	     2.90148	     0.25304
 4751	  955.033	     2.90690	     0.26039
 4752	  955.236	     2.90857	     0.25218
 4753	  955.439	     2.91140	     0.27748
 4754	  955.642	     2.91594	     0.27315
 4755	  955.829	     2.91630	     0.31622
 4756	  956.032	     2.92124	     0.34471
 4757	  956.234	     2.92623	     0.34314
 4758	  956.437	     2.92755	     0.36680
 4759	  956.640	     2.93083	     0.42028
 4760	  956.843	     2.93232	     0.49077
 4761	  957.030	     2.93329	     0.56024
 4762	  957.233	     2.93712	     0.67908
