   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 3324	  669.506	     0.66558	     0.02489
 3325	  669.709	     0.64265	     0.02152
 3326	  669.912	     0.62578	     0.02630
 3327	  670.115	     0.60570	     0.02009
 3328	  670.302	     0.58500	     0.01636
 3329	  670.505	     0.56488	     0.01667
 3330	  670.708	     0.54631	     0.01738
 3331	  670.910	     0.52532	     0.01725
 3332	  671.113	     0.50500	     0.01646
 3333	  671.316	     0.48482	     0.01519
 3334	  671.503	     0.46790	     0.01027
 3335	  671.706	     0.44555	     0.01134
 3336	  671.909	     0.42379	     0.01335
 3337	  672.112	     0.40792	     0.01679
 3338	  672.314	     0.38499	     0.01846
 3339	  672.502	     0.36832	     0.01230
 3340	  672.704	     0.34276	     0.00199
 3341	  672.907	     0.32673	     0.00796
 3342	  673.110	     0.30644	     0.01196
 3343	  673.313	     0.28568	     0.00425
 3344	  673.516	     0.26624	     0.00732
 3345	  673.703	     0.24784	     0.01631
 3346	  673.906	     0.22354	     0.01152
 3347	  674.108	     0.20481	     0.00719
 3348	  674.311	     0.18743	     0.02432
 3349	  674.514	     0.16639	     0.01357
 3350	  674.701	     0.14888	     0.01112
 3351	  674.904	     0.12483	     0.01316
 3352	  675.107	     0.10542	     0.01731
 3353	  675.310	     0.08249	     0.00587
 3354	  675.512	     0.06904	     0.00509
 3355	  675.715	     0.04760	     0.01513
 3356	  675.902	     0.02688	     0.01743
 3357	  676.105	     0.00281	     0.01271
 3358	  676.308	     0.01404	     0.01775	52	Load
 3359	  676.511	     0.03225	     0.01802
 3360	  676.714	     0.05152	     0.00557
 3361	  676.901	     0.07423	     0.01491
 3362	  677.104	     0.09459	     0.01558
 3363	  677.306	     0.11606	     0.02317
 3364	  677.509	     0.13702	     0.02105
 3365	  677.712	     0.15462	     0.01482
 3366	  677.915	     0.17306	     0.02119
 3367	  678.102	     0.19285	     0.00822
 3368	  678.305	     0.21631	     0.02025
 3369	  678.508	     0.23384	     0.00953
 3370	  678.710	     0.25324	     0.00956
 3371	  678.913	     0.27422	     0.01628
 3372	  679.116	     0.29412	     0.01443
 3373	  679.303	     0.31313	     0.01250
 3374	  679.506	     0.33615	     0.01361
 3375	  679.709	     0.35433	     0.01339
 3376	  679.912	     0.37353	     0.01461
 3377	  680.114	     0.39355	     0.01115
 3378	  680.302	     0.41419	     0.01166
 3379	  680.504	     0.43470	     0.01898
 3380	  680.707	     0.45638	     0.02453
 3381	  680.910	     0.47325	     0.01651
 3382	  681.113	     0.49343	     0.00915
 3383	  681.316	     0.51323	     0.01719
 3384	  681.503	     0.53383	     0.00039
 3385	  681.706	     0.55443	     0.00965
 3386	  681.908	     0.57482	     0.01426
 3387	  682.111	     0.59437	     0.01378
 3388	  682.314	     0.61623	     0.02128
 3389	  682.501	     0.62972	     0.01809
 3390	  682.704	     0.65645	     0.01472
 3391	  682.907	     0.67501	     0.02815
 3392	  683.110	     0.69736	     0.00788
 3393	  683.312	     0.71356	     0.01200
 3394	  683.515	     0.73006	     0.02079
 3395	  683.702	     0.75209	     0.02494
 3396	  683.905	     0.77650	     0.01792
 3397	  684.108	     0.79543	     0.02388
 3398	  684.311	     0.81361	     0.02283
 3399	  684.514	     0.83344	     0.00902
 3400	  684.701	     0.85233	     0.02221
 3401	  684.904	     0.87465	     0.01303
 3402	  685.107	     0.89309	     0.01787
 3403	  685.309	     0.91690	     0.01794
 3404	  685.512	     0.93245	     0.02301
 3405	  685.715	     0.95258	     0.02040
 3406	  685.902	     0.97419	     0.01450
 3407	  686.105	     0.99558	     0.01671
 3408	  686.308	     1.01392	     0.01383
 3409	  686.511	     1.03317	     0.01397
 3410	  686.713	     1.05371	     0.01447
 3411	  686.901	     1.07326	     0.02005
 3412	  687.103	     1.09570	     0.00604
 3413	  687.306	     1.11590	     0.01339
 3414	  687.509	     1.13377	     0.01052
 3415	  687.712	     1.15402	     0.02093
 3416	  687.915	     1.17503	     0.01980
 3417	  688.102	     1.19209	     0.02402
 3418	  688.305	     1.21481	     0.01898
 3419	  688.507	     1.23362	     0.01787
 3420	  688.710	     1.25428	     0.01608
 3421	  688.913	     1.27234	     0.01329
 3422	  689.116	     1.29349	     0.01679
 3423	  689.303	     1.31253	     0.00859
 3424	  689.506	     1.33580	     0.01972
 3425	  689.709	     1.35469	     0.02767
 3426	  689.911	     1.37385	     0.02127
 3427	  690.114	     1.39453	     0.01845
 3428	  690.301	     1.41072	     0.01589
 3429	  690.504	     1.43612	     0.01888
 3430	  690.707	     1.45592	     0.01905
 3431	  690.910	     1.47228	     0.02072
 3432	  691.113	     1.49360	     0.01942
 3433	  691.315	     1.50988	     0.01559
 3434	  691.503	     1.53441	     0.00900
 3435	  691.705	     1.55508	     0.01721
 3436	  691.908	     1.57663	     0.01781
 3437	  692.111	     1.59199	     0.01492
 3438	  692.314	     1.61388	     0.02228
 3439	  692.501	     1.63328	     0.01877
 3440	  692.704	     1.65669	     0.02933
 3441	  692.907	     1.67503	     0.01509
 3442	  693.109	     1.69499	     0.02824
 3443	  693.312	     1.71047	     0.01778
 3444	  693.515	     1.73341	     0.02095
 3445	  693.702	     1.75247	     0.02294
 3446	  693.905	     1.77460	     0.02624
 3447	  694.108	     1.79528	     0.02213
 3448	  694.311	     1.81381	     0.02053
 3449	  694.513	     1.83119	     0.01168
 3450	  694.701	     1.85226	     0.01780
 3451	  694.903	     1.87505	     0.01652
 3452	  695.106	     1.89637	     0.02125
 3453	  695.309	     1.91341	     0.01408
 3454	  695.512	     1.93135	     0.01635
 3455	  695.715	     1.95473	     0.01197
 3456	  695.902	     1.97423	     0.01083
 3457	  696.105	     1.99590	     0.02505
 3458	  696.307	     2.01346	     0.02490
 3459	  696.510	     2.03342	     0.01705
 3460	  696.713	     2.05427	     0.02217
 3461	  696.916	     2.07309	     0.02322
 3462	  697.103	     2.09234	     0.02163
 3463	  697.306	     2.11433	     0.01450
 3464	  697.509	     2.13662	     0.01423
 3465	  697.711	     2.15352	     0.02141
 3466	  697.914	     2.17408	     0.02391
 3467	  698.101	     2.19262	     0.01536
 3468	  698.304	     2.21476	     0.01356
 3469	  698.507	     2.23713	     0.01625
 3470	  698.710	     2.25310	     0.01508
 3471	  698.913	     2.27477	     0.01663
 3472	  699.115	     2.29411	     0.02017
 3473	  699.303	     2.31444	     0.02142
 3474	  699.505	     2.33465	     0.02440
 3475	  699.708	     2.34938	     0.09575
 3476	  699.911	     2.35914	     0.34077
 3477	  700.114	     2.37502	     0.90136
 3478	  700.301	     2.38843	     1.58420
 3479	  700.504	     2.40069	     2.40464
 3480	  700.707	     2.42061	     3.39698
 3481	  700.909	     2.43490	     4.41056
 3482	  701.112	     2.44964	     5.50435
 3483	  701.315	     2.46930	     6.62388
 3484	  701.502	     2.49359	     7.62091
 3485	  701.705	     2.54483	     7.59609
 3486	  701.908	     2.55965	     7.54882
 3487	  702.111	     2.56950	     7.74421
 3488	  702.313	     2.59004	     7.56333	53	Unload
 3489	  702.501	     2.58183	     6.76630
 3490	  702.703	     2.57175	     5.61910
 3491	  702.906	     2.55510	     4.34106
 3492	  703.109	     2.53560	     3.09047
 3493	  703.312	     2.51729	     1.90578
 3494	  703.515	     2.49637	     0.86977
 3495	  703.702	     2.46493	     0.08453
 3496	  703.905	     2.42717	     0.00875
 3497	  704.107	     2.40517	     0.00581
 3498	  704.310	     2.38647	     0.00584
 3499	  704.513	     2.36634	    -0.00211
 3500	  704.716	     2.34685	     0.00064
 3501	  704.903	     2.32720	     0.00352
 3502	  705.106	     2.30475	     0.00298
 3503	  705.309	     2.28423	     0.00249
 3504	  705.511	     2.26624	    -0.00291
 3505	  705.714	     2.24736	    -0.00299
 3506	  705.901	     2.22700	    -0.00736
 3507	  706.104	     2.20485	    -0.00602
 3508	  706.307	     2.18511	    -0.00004
 3509	  706.510	     2.16683	    -0.01316
 3510	  706.713	     2.14761	    -0.01129
 3511	  706.915	     2.12581	    -0.01602
 3512	  707.103	     2.10917	    -0.01751
 3513	  707.305	     2.08549	    -0.02339
 3514	  707.508	     2.06583	    -0.01270
 3515	  707.711	     2.04599	    -0.02526
 3516	  707.914	     2.02682	    -0.02394
 3517	  708.101	     2.00600	    -0.02018
 3518	  708.304	     1.98520	    -0.02093
 3519	  708.507	     1.96561	    -0.02124
 3520	  708.709	     1.94364	    -0.01486
 3521	  708.912	     1.92682	    -0.02451
 3522	  709.115	     1.90568	    -0.03050
 3523	  709.302	     1.88796	    -0.04587
 3524	  709.505	     1.86532	    -0.03549
 3525	  709.708	     1.84462	    -0.03760
 3526	  709.911	     1.82755	    -0.03482
 3527	  710.113	     1.80682	    -0.03362
 3528	  710.301	     1.78668	    -0.04789
 3529	  710.503	     1.76537	    -0.04088
 3530	  710.706	     1.74543	    -0.05186
 3531	  710.909	     1.72488	    -0.04804
 3532	  711.112	     1.70707	    -0.04573
 3533	  711.315	     1.68545	    -0.05093
 3534	  711.502	     1.66966	    -0.05268
 3535	  711.705	     1.64565	    -0.06063
 3536	  711.907	     1.62527	    -0.05217
 3537	  712.110	     1.60684	    -0.04820
 3538	  712.313	     1.58581	    -0.04865
 3539	  712.516	     1.56630	    -0.05279
 3540	  712.703	     1.54573	    -0.05763
 3541	  712.906	     1.52459	    -0.04237
 3542	  713.109	     1.50604	    -0.05359
 3543	  713.311	     1.48546	    -0.05873
 3544	  713.514	     1.46684	    -0.05472
 3545	  713.701	     1.44756	    -0.05869
 3546	  713.904	     1.42593	    -0.05603
 3547	  714.107	     1.40491	    -0.06077
 3548	  714.310	     1.38715	    -0.05649
 3549	  714.513	     1.36713	    -0.05795
 3550	  714.715	     1.34587	    -0.05512
 3551	  714.903	     1.32732	    -0.05539
 3552	  715.105	     1.30530	    -0.05029
 3553	  715.308	     1.28490	    -0.05857
 3554	  715.511	     1.26644	    -0.05545
 3555	  715.714	     1.24647	    -0.05986
 3556	  715.901	     1.22963	    -0.05825
 3557	  716.104	     1.20483	    -0.05732
 3558	  716.307	     1.18409	    -0.06004
 3559	  716.509	     1.16351	    -0.06479
 3560	  716.712	     1.14812	    -0.05550
 3561	  716.915	     1.12670	    -0.05515
 3562	  717.102	     1.10669	    -0.06119
 3563	  717.305	     1.08522	    -0.06363
 3564	  717.508	     1.06752	    -0.05965
 3565	  717.711	     1.04593	    -0.06670
 3566	  717.913	     1.02585	    -0.06474
 3567	  718.101	     1.00932	    -0.07038
 3568	  718.303	     0.98377	    -0.06302
 3569	  718.506	     0.96483	    -0.06343
 3570	  718.709	     0.94369	    -0.05982
 3571	  718.912	     0.92828	    -0.05627
 3572	  719.115	     0.90572	    -0.05904
 3573	  719.302	     0.88834	    -0.06199
 3574	  719.505	     0.86520	    -0.06940
 3575	  719.707	     0.84709	    -0.06229
 3576	  719.910	     0.82663	    -0.06326
 3577	  720.113	     0.80611	    -0.05830
 3578	  720.316	     0.78800	    -0.05640
 3579	  720.503	     0.76936	    -0.05432
 3580	  720.706	     0.74491	    -0.04961
 3581	  720.909	     0.72306	    -0.06079
 3582	  721.111	     0.70694	    -0.05872
 3583	  721.314	     0.68660	    -0.06141
 3584	  721.501	     0.66974	    -0.05208
 3585	  721.704	     0.64321	    -0.05870
 3586	  721.907	     0.62509	    -0.05255
 3587	  722.110	     0.60629	    -0.04971
 3588	  722.313	     0.58683	    -0.05408
 3589	  722.515	     0.56662	    -0.04617
 3590	  722.703	     0.54877	    -0.04793
 3591	  722.905	     0.52569	    -0.05411
 3592	  723.108	     0.50595	    -0.04827
 3593	  723.311	     0.48794	    -0.04241
 3594	  723.514	     0.46955	    -0.05028
 3595	  723.701	     0.44656	    -0.04201
 3596	  723.904	     0.42517	    -0.04758
 3597	  724.107	     0.40407	    -0.03635
 3598	  724.309	     0.38415	    -0.04409
 3599	  724.512	     0.36680	    -0.04903
 3600	  724.715	     0.34778	    -0.04892
 3601	  724.902	     0.32681	    -0.03743
 3602	  725.105	     0.30637	    -0.03812
 3603	  725.308	     0.28411	    -0.03773
 3604	  725.511	     0.26818	    -0.04021
 3605	  725.713	     0.24813	    -0.04034
 3606	  725.901	     0.22751	    -0.03382
 3607	  726.103	     0.20587	    -0.03956
 3608	  726.306	     0.18412	    -0.03965
 3609	  726.509	     0.16712	    -0.03578
 3610	  726.712	     0.14639	    -0.04110
 3611	  726.915	     0.12606	    -0.04980
 3612	  727.102	     0.10820	    -0.04383
 3613	  727.305	     0.08456	    -0.03999
 3614	  727.507	     0.06623	    -0.03171
 3615	  727.710	     0.04798	    -0.03084
 3616	  727.913	     0.02723	    -0.03457
 3617	  728.116	     0.00571	    -0.04231
 3618	  728.303	     0.01353	    -0.03289	54	Load
 3619	  728.506	     0.03420	    -0.03253
 3620	  728.709	     0.05626	    -0.02561
 3621	  728.911	     0.07369	    -0.03307
 3622	  729.114	     0.09370	    -0.02838
 3623	  729.301	     0.11069	    -0.02806
 3624	  729.504	     0.13404	    -0.03344
 3625	  729.707	     0.15656	    -0.01864
 3626	  729.910	     0.17497	    -0.01697
 3627	  730.113	     0.19335	    -0.02591
 3628	  730.315	     0.21225	    -0.02351
 3629	  730.503	     0.23117	    -0.01468
 3630	  730.705	     0.25561	    -0.02339
 3631	  730.908	     0.27384	    -0.01808
 3632	  731.111	     0.29390	    -0.02108
 3633	  731.314	     0.31231	    -0.02016
 3634	  731.501	     0.33006	    -0.01551
 3635	  731.704	     0.35413	    -0.01269
 3636	  731.907	     0.37605	    -0.01687
 3637	  732.109	     0.39546	    -0.01162
 3638	  732.312	     0.41351	    -0.00976
 3639	  732.515	     0.43212	    -0.01195
 3640	  732.702	     0.45233	    -0.00758
 3641	  732.905	     0.47268	    -0.01913
 3642	  733.108	     0.49667	    -0.01715
 3643	  733.311	     0.51309	    -0.01249
 3644	  733.513	     0.53191	    -0.02205
 3645	  733.701	     0.55362	    -0.02258
 3646	  733.903	     0.57137	    -0.02748
 3647	  734.106	     0.59501	    -0.01726
 3648	  734.309	     0.61532	    -0.01526
 3649	  734.512	     0.63124	    -0.01937
 3650	  734.715	     0.65459	    -0.01743
 3651	  734.902	     0.67294	    -0.01748
 3652	  735.105	     0.69582	    -0.00668
 3653	  735.307	     0.71255	    -0.01017
 3654	  735.510	     0.73197	    -0.01213
 3655	  735.713	     0.75559	    -0.01864
 3656	  735.916	     0.77232	    -0.00918
 3657	  736.103	     0.79163	    -0.01332
 3658	  736.306	     0.81559	    -0.00992
 3659	  736.509	     0.83387	    -0.01745
 3660	  736.711	     0.85319	    -0.01523
 3661	  736.914	     0.87410	    -0.02136
 3662	  737.101	     0.89003	    -0.01463
 3663	  737.304	     0.91364	    -0.02135
 3664	  737.507	     0.93253	    -0.01835
 3665	  737.710	     0.95298	    -0.01092
 3666	  737.913	     0.96944	    -0.01781
 3667	  738.115	     0.99341	    -0.00744
 3668	  738.303	     1.01203	    -0.01692
 3669	  738.505	     1.03562	    -0.01075
 3670	  738.708	     1.05403	    -0.00938
 3671	  738.911	     1.07184	    -0.00569
 3672	  739.114	     1.09362	    -0.00705
 3673	  739.301	     1.11256	    -0.00612
 3674	  739.504	     1.13616	    -0.01400
 3675	  739.707	     1.15468	    -0.01300
 3676	  739.909	     1.17548	    -0.01761
 3677	  740.112	     1.19302	    -0.01310
 3678	  740.315	     1.21371	    -0.00977
 3679	  740.502	     1.23303	    -0.00321
 3680	  740.705	     1.25458	    -0.00290
 3681	  740.908	     1.27526	    -0.01190
 3682	  741.111	     1.29299	    -0.01217
 3683	  741.313	     1.31190	    -0.01305
 3684	  741.501	     1.33047	    -0.00927
 3685	  741.703	     1.35598	    -0.00913
 3686	  741.906	     1.37687	    -0.02412
 3687	  742.109	     1.39603	    -0.00990
 3688	  742.312	     1.41565	     0.00083
 3689	  742.515	     1.43179	     0.00020
 3690	  742.702	     1.45201	    -0.00727
 3691	  742.905	     1.47169	    -0.00888
 3692	  743.107	     1.49449	    -0.00738
 3693	  743.310	     1.51466	    -0.01741
 3694	  743.513	     1.53287	    -0.00940
 3695	  743.716	     1.55358	    -0.00739
 3696	  743.903	     1.57220	    -0.01091
 3697	  744.106	     1.59487	    -0.01390
 3698	  744.309	     1.61475	    -0.01592
 3699	  744.511	     1.63161	    -0.01387
 3700	  744.714	     1.65349	    -0.02127
 3701	  744.901	     1.67092	    -0.00924
 3702	  745.104	     1.69462	    -0.01256
 3703	  745.307	     1.71481	    -0.02978
 3704	  745.510	     1.73316	    -0.02097
 3705	  745.713	     1.75343	    -0.03021
 3706	  745.915	     1.77330	    -0.02612
 3707	  746.103	     1.79293	    -0.02928
 3708	  746.305	     1.81659	    -0.02459
 3709	  746.508	     1.83403	    -0.03512
 3710	  746.711	     1.85388	    -0.02335
 3711	  746.914	     1.87345	    -0.02500
 3712	  747.101	     1.89237	    -0.03950
 3713	  747.304	     1.91551	    -0.03210
 3714	  747.507	     1.93605	    -0.03788
 3715	  747.709	     1.95372	    -0.03815
 3716	  747.912	     1.97096	    -0.03959
 3717	  748.115	     1.99484	    -0.03893
 3718	  748.302	     2.01426	    -0.02814
 3719	  748.505	     2.03580	    -0.03664
 3720	  748.708	     2.05524	    -0.04417
 3721	  748.911	     2.07373	    -0.04165
 3722	  749.113	     2.09199	    -0.04251
 3723	  749.301	     2.11065	    -0.04569
 3724	  749.503	     2.13338	    -0.04005
 3725	  749.706	     2.15522	    -0.04711
 3726	  749.909	     2.17461	    -0.05216
 3727	  750.112	     2.19188	    -0.04933
 3728	  750.315	     2.21210	    -0.05961
 3729	  750.502	     2.23359	    -0.04925
 3730	  750.705	     2.25486	    -0.05398
 3731	  750.907	     2.27469	    -0.06231
 3732	  751.110	     2.29241	    -0.05160
 3733	  751.313	     2.31327	    -0.05110
 3734	  751.516	     2.33420	    -0.05435
 3735	  751.703	     2.35291	    -0.05580
 3736	  751.906	     2.37448	    -0.06183
 3737	  752.109	     2.39446	    -0.05400
 3738	  752.311	     2.41363	    -0.05580
 3739	  752.514	     2.43383	    -0.05218
 3740	  752.701	     2.44727	     0.01026
 3741	  752.904	     2.45960	     0.33568
 3742	  753.107	     2.47290	     0.89654
 3743	  753.310	     2.49032	     1.52901
 3744	  753.513	     2.50307	     2.39200
 3745	  753.715	     2.51645	     3.34359
 3746	  753.903	     2.53292	     4.38558
 3747	  754.105	     2.55310	     5.53927
 3748	  754.308	     2.56854	     6.61931
 3749	  754.511	     2.59790	     7.56457
 3750	  754.714	     2.64364	     7.42129
 3751	  754.901	     2.65472	     7.40202
 3752	  755.104	     2.66952	     7.65015
 3753	  755.307	     2.69220	     7.47007	55	Unload
 3754	  755.509	     2.68337	     6.51602
 3755	  755.712	     2.67762	     5.34867
 3756	  755.915	     2.65905	     4.00812
 3757	  756.102	     2.63606	     2.80274
 3758	  756.305	     2.61355	     1.62999
 3759	  756.508	     2.59195	     0.64481
 3760	  756.711	     2.55828	    -0.01230
 3761	  756.913	     2.52613	    -0.04894
 3762	  757.101	     2.50702	    -0.05226
 3763	  757.303	     2.48446	    -0.06003
 3764	  757.506	     2.46482	    -0.05370
 3765	  757.709	     2.44638	    -0.04812
 3766	  757.912	     2.42571	    -0.05195
 3767	  758.115	     2.40559	    -0.05793
 3768	  758.302	     2.38671	    -0.06136
 3769	  758.505	     2.36572	    -0.05696
 3770	  758.707	     2.34403	    -0.05559
 3771	  758.910	     2.32794	    -0.05945
 3772	  759.113	     2.30688	    -0.04342
 3773	  759.316	     2.28751	    -0.04735
 3774	  759.503	     2.26922	    -0.03311
 3775	  759.706	     2.24604	    -0.03975
 3776	  759.909	     2.22751	    -0.05061
 3777	  760.111	     2.20674	    -0.04730
 3778	  760.314	     2.18689	    -0.05487
 3779	  760.501	     2.16817	    -0.05298
 3780	  760.704	     2.14713	    -0.04196
 3781	  760.907	     2.12634	    -0.03879
 3782	  761.110	     2.10783	    -0.03446
 3783	  761.313	     2.08614	    -0.04198
 3784	  761.515	     2.06650	    -0.03673
 3785	  761.703	     2.04806	    -0.03501
 3786	  761.905	     2.02543	    -0.04534
 3787	  762.108	     2.00499	    -0.03435
 3788	  762.311	     1.98767	    -0.04120
 3789	  762.514	     1.96891	    -0.03885
 3790	  762.810	     1.94633	    -0.03640
 3791	  763.044	     1.93268	    -0.03405
 3792	  763.107	     1.92212	    -0.03287
 3793	  763.309	     1.88853	    -0.03973
 3794	  763.512	     1.86591	    -0.04553
 3795	  763.715	     1.85116	    -0.03326
 3796	  763.902	     1.83848	    -0.03732
 3797	  764.105	     1.80465	    -0.02799
 3798	  764.308	     1.78682	    -0.03633
 3799	  764.511	     1.76802	    -0.04023
 3800	  764.713	     1.74945	    -0.03305
 3801	  764.901	     1.72710	    -0.04701
 3802	  765.103	     1.70604	    -0.02670
 3803	  765.306	     1.68504	    -0.03749
 3804	  765.509	     1.66551	    -0.03482
 3805	  765.712	     1.64780	    -0.03181
 3806	  765.915	     1.62854	    -0.03666
 3807	  766.102	     1.60554	    -0.03624
 3808	  766.305	     1.58640	    -0.03630
 3809	  766.507	     1.56483	    -0.02981
 3810	  766.710	     1.54728	    -0.02696
 3811	  766.913	     1.52785	    -0.02827
 3812	  767.116	     1.50758	    -0.02514
 3813	  767.303	     1.48862	    -0.02616
 3814	  767.506	     1.46514	    -0.02321
 3815	  767.709	     1.44687	    -0.01256
 3816	  767.911	     1.42662	    -0.01541
 3817	  768.114	     1.41094	    -0.01535
 3818	  768.301	     1.38745	    -0.02455
 3819	  768.504	     1.36510	    -0.00760
 3820	  768.707	     1.34619	    -0.00945
 3821	  768.910	     1.32652	    -0.02118
 3822	  769.113	     1.30749	    -0.00811
 3823	  769.315	     1.28591	    -0.02501
 3824	  769.503	     1.27002	    -0.01930
 3825	  769.705	     1.24335	    -0.01851
 3826	  769.908	     1.22478	    -0.02980
 3827	  770.111	     1.20750	    -0.03241
 3828	  770.314	     1.18749	    -0.02771
 3829	  770.501	     1.16749	    -0.02342
 3830	  770.704	     1.14457	    -0.03043
 3831	  770.907	     1.12597	    -0.01949
 3832	  771.109	     1.10633	    -0.03132
 3833	  771.312	     1.08957	    -0.02753
 3834	  771.515	     1.06640	    -0.02102
 3835	  771.702	     1.04843	    -0.02043
 3836	  771.905	     1.02540	    -0.02799
 3837	  772.108	     1.00433	    -0.01637
 3838	  772.311	     0.98850	    -0.02407
 3839	  772.513	     0.96674	    -0.01656
 3840	  772.701	     0.94933	    -0.02473
 3841	  772.903	     0.92427	    -0.02353
 3842	  773.106	     0.90535	    -0.02666
 3843	  773.309	     0.88813	    -0.01859
 3844	  773.512	     0.86669	    -0.01282
 3845	  773.715	     0.84616	    -0.00733
 3846	  773.902	     0.82623	    -0.02440
 3847	  774.105	     0.80935	    -0.02034
 3848	  774.307	     0.78443	    -0.02130
 3849	  774.510	     0.76792	    -0.01700
 3850	  774.713	     0.74611	    -0.01749
 3851	  774.916	     0.72847	    -0.01352
 3852	  775.103	     0.71169	    -0.01417
 3853	  775.306	     0.68542	    -0.01611
 3854	  775.509	     0.66309	    -0.01791
 3855	  775.711	     0.64846	    -0.01820
 3856	  775.914	     0.62620	    -0.01359
 3857	  776.101	     0.60807	    -0.02228
 3858	  776.304	     0.58522	    -0.01511
 3859	  776.507	     0.56631	    -0.02132
 3860	  776.710	     0.54758	    -0.01356
 3861	  776.913	     0.52770	    -0.01387
 3862	  777.115	     0.50548	    -0.01504
 3863	  777.303	     0.48947	    -0.01418
 3864	  777.505	     0.46447	    -0.01601
 3865	  777.708	     0.44527	    -0.01408
 3866	  777.911	     0.42769	    -0.01224
 3867	  778.114	     0.40650	    -0.01222
 3868	  778.301	     0.38668	    -0.01844
 3869	  778.504	     0.36487	    -0.00893
 3870	  778.707	     0.34757	    -0.00541
 3871	  778.909	     0.32538	    -0.01264
 3872	  779.112	     0.30741	    -0.01173
 3873	  779.315	     0.28665	    -0.01730
 3874	  779.502	     0.26688	    -0.02940
 3875	  779.705	     0.24849	    -0.01486
 3876	  779.908	     0.22857	     0.00067
 3877	  780.111	     0.20576	     0.00539
 3878	  780.313	     0.18875	     0.00402
 3879	  780.501	     0.16611	     0.00019
 3880	  780.703	     0.14528	     0.00062
 3881	  780.906	     0.12522	     0.00140
 3882	  781.109	     0.10596	    -0.00330
 3883	  781.312	     0.08771	     0.00326
 3884	  781.515	     0.06754	     0.00177
 3885	  781.702	     0.04728	     0.00409
 3886	  781.905	     0.02547	     0.00405
 3887	  782.107	     0.00520	     0.00042
 3888	  782.310	     0.01319	     0.01127	56	Load
 3889	  782.513	     0.03100	     0.00941
 3890	  782.716	     0.05166	    -0.00592
 3891	  782.903	     0.07091	     0.00130
 3892	  783.106	     0.09365	    -0.01048
 3893	  783.309	     0.11550	    -0.00936
